OpportunityId,PricebookEntryId,Quantity,TotalPrice
Opportunity for Hart1416,1400,1524,1905000
Opportunity for Wong544,650,469,234500
Opportunity for Clark1301,50,1808,72320
Opportunity for Ross718,1200,551,606100
Opportunity for Moody1739,1200,143,157300
Opportunity for Norman655,800,1185,711000
Opportunity for Weaver972,60,1366,68300
Opportunity for Hawkins1785,550,942,471000
Opportunity for Clarke523,600,1830,732000
Opportunity for Simon40,550,554,277000
Opportunity for Christensen1921,500,626,313000
Opportunity for Bates1455,450,809,182025
Opportunity for Evans607,1200,273,300300
Opportunity for Moss1820,500,854,427000
Opportunity for Chapman340,150,1473,176760
Opportunity for Fields1927,150,251,30120
Opportunity for Collier276,100,989,89010
Opportunity for Stanley989,1200,624,686400
Opportunity for Butler1125,60,110,5500
Opportunity for Benson1702,60,156,7800
Opportunity for Murray1537,2000,1091,1745600
Opportunity for Flores1679,450,1587,357075
Opportunity for Moss1713,100,1656,149040
Opportunity for Brown261,50,714,28560
Opportunity for Palmer789,150,1689,202680
Opportunity for Swanson105,550,1913,956500
Opportunity for Simmons1250,550,1281,640500
Opportunity for Todd725,50,1169,46760
Opportunity for Jacobs1464,2000,952,1523200
Opportunity for Barrett1639,2000,1169,1870400
Opportunity for Campbell1583,1200,1409,1549900
Opportunity for Hughes679,50,836,33440
Opportunity for Olson1319,550,921,460500
Opportunity for Aguilar566,1200,1577,1734700
Opportunity for Abbott52,650,1731,865500
Opportunity for Pope1318,600,710,284000
Opportunity for Stone1959,800,413,247800
Opportunity for Holmes1012,60,1395,69750
Opportunity for Burgess820,550,1167,583500
Opportunity for Freeman367,1200,942,1036200
Opportunity for Mullins1371,1200,270,297000
Opportunity for Richards1633,50,1427,57080
Opportunity for Chavez1849,1400,1525,1906250
Opportunity for Ball1234,550,1564,782000
Opportunity for Malone1973,100,1207,108630
Opportunity for Jackson625,2000,1218,1948800
Opportunity for Estrada957,50,659,26360
Opportunity for Dixon1728,550,1002,501000
Opportunity for Parsons1298,60,507,25350
Opportunity for Diaz177,450,123,27675
Opportunity for Copeland68,800,726,435600
Opportunity for Hopkins180,60,959,47950
Opportunity for Figueroa1695,2000,784,1254400
Opportunity for Pittman1309,150,1670,200400
Opportunity for Townsend767,150,214,25680
Opportunity for Osborne653,650,859,429500
Opportunity for Simon572,550,1561,780500
Opportunity for Sullivan72,100,1839,165510
Opportunity for Jordan57,50,569,22760
Opportunity for Schwartz533,100,979,88110
Opportunity for Drake1130,50,539,21560
Opportunity for Young1227,40,826,28910
Opportunity for Wood1594,50,1517,60680
Opportunity for Patterson1324,500,1836,918000
Opportunity for Martin1417,150,29,3480
Opportunity for Nguyen1657,100,1120,100800
Opportunity for Cooper397,2000,928,1484800
Opportunity for Wallace1161,550,297,148500
Opportunity for Bishop144,2000,1039,1662400
Opportunity for Sullivan197,50,1593,63720
Opportunity for Herrera430,300,75,15000
Opportunity for Paul1791,1200,386,424600
Opportunity for Crawford1065,1400,272,340000
Opportunity for Abbott124,100,100,9000
Opportunity for Reid618,550,1652,826000
Opportunity for Padilla1270,550,386,193000
Opportunity for Abbott1444,450,1335,300375
Opportunity for Reynolds428,2000,595,952000
Opportunity for Leonard1418,2000,1078,1724800
Opportunity for Yates1869,40,1937,67795
Opportunity for Ward1697,1600,298,417200
Opportunity for Dennis806,50,1044,41760
Opportunity for Lee372,800,522,313200
Opportunity for Bates1493,550,251,125500
Opportunity for Chapman1566,2000,1434,2294400
Opportunity for Burns1830,550,665,332500
Opportunity for Reid191,150,720,86400
Opportunity for Lewis1788,1200,1413,1554300
Opportunity for Jackson959,450,105,23625
Opportunity for Bowers1284,50,1943,77720
Opportunity for Price31,1400,1052,1315000
Opportunity for Webster125,450,1340,301500
Opportunity for Bennett1379,2000,626,1001600
Opportunity for Atkins1016,2000,1153,1844800
Opportunity for Weber1078,50,924,36960
Opportunity for Hudson1686,600,1587,634800
Opportunity for Moran1815,1600,285,399000
Opportunity for Sullivan1358,100,1817,163530
Opportunity for Edwards1283,1600,1473,2062200
Opportunity for Fletcher199,600,974,389600
Opportunity for Salazar632,1000,754,640900
Opportunity for Collins1770,1000,1573,1337050
Opportunity for Carr1904,550,1652,826000
Opportunity for Watts745,650,1353,676500
Opportunity for Gonzalez528,1200,1175,1292500
Opportunity for Maldonado1393,60,166,8300
Opportunity for Owens1067,60,1192,59600
Opportunity for Clayton375,150,810,97200
Opportunity for Vega47,150,773,92760
Opportunity for Blake1009,2000,1724,2758400
Opportunity for Murray1311,550,1793,896500
Opportunity for Jacobs1222,1200,356,391600
Opportunity for Lewis1160,1200,196,215600
Opportunity for Bush282,550,91,45500
Opportunity for Fields1927,1600,1889,2644600
Opportunity for Smith1145,50,866,34640
Opportunity for Holloway1459,1600,1088,1523200
Opportunity for Figueroa890,60,1398,69900
Opportunity for Murphy234,450,562,126450
Opportunity for Dennis524,1000,391,332350
Opportunity for Coleman1399,600,300,120000
Opportunity for Romero1667,50,1946,77840
Opportunity for Ramos63,800,1197,718200
Opportunity for Abbott52,450,1815,408375
Opportunity for Gutierrez1322,50,984,39360
Opportunity for Sanders1392,100,1437,129330
Opportunity for West206,1400,1585,1981250
Opportunity for Bass1226,2000,203,324800
Opportunity for Riley1579,1600,639,894600
Opportunity for Gross1364,1600,1990,2786000
Opportunity for Jackson611,50,1840,73600
Opportunity for White404,100,1222,109980
Opportunity for Waters1188,550,337,168500
Opportunity for Oliver243,60,1042,52100
Opportunity for Holloway633,550,794,397000
Opportunity for Rodriquez1186,1600,371,519400
Opportunity for Harvey1369,550,1095,547500
Opportunity for Wood1621,100,1337,120330
Opportunity for Ford255,60,1690,84500
Opportunity for Smith8,150,671,80520
Opportunity for Cross1834,2000,1098,1756800
Opportunity for Kennedy1017,800,1529,917400
Opportunity for Patterson1939,100,1886,169740
Opportunity for Mitchell1555,550,152,76000
Opportunity for Stokes814,60,35,1750
Opportunity for Wheeler1484,600,1090,436000
Opportunity for Walton1035,1400,1210,1512500
Opportunity for Hicks859,100,965,86850
Opportunity for Gomez345,60,809,40450
Opportunity for Roy709,1000,891,757350
Opportunity for Murray1916,1600,1385,1939000
Opportunity for Hammond475,1400,1512,1890000
Opportunity for Marsh1634,1200,1174,1291400
Opportunity for Cook1618,1200,123,135300
Opportunity for Bradley771,1000,1433,1218050
Opportunity for Reyes1366,50,1680,67200
Opportunity for Thomas279,550,1170,585000
Opportunity for Crawford1260,50,1837,73480
Opportunity for Herrera430,50,628,25120
Opportunity for Mullins1899,550,930,465000
Opportunity for Rice1981,500,232,116000
Opportunity for Duncan1725,1000,997,847450
Opportunity for Sutton1401,1400,482,602500
Opportunity for Anderson1911,1400,1321,1651250
Opportunity for Terry1604,550,519,259500
Opportunity for Dixon1108,800,156,93600
Opportunity for Reid319,2000,93,148800
Opportunity for Cooper256,1000,1392,1183200
Opportunity for Meyer1740,550,665,332500
Opportunity for Smith8,1200,351,386100
Opportunity for Ford255,100,951,85590
Opportunity for Burgess1551,60,1372,68600
Opportunity for Byrd307,1600,740,1036000
Opportunity for Little142,50,1859,74360
Opportunity for Williams1803,600,23,9200
Opportunity for Keller612,1600,435,609000
Opportunity for Mathis783,300,556,111200
Opportunity for Cain204,50,1590,63600
Opportunity for Clarke523,550,301,150500
Opportunity for Saunders236,100,1976,177840
Opportunity for Phelps1180,600,555,222000
Opportunity for Morales903,550,738,369000
Opportunity for Gibbs1874,550,568,284000
Opportunity for Reynolds428,150,154,18480
Opportunity for Medina1876,550,1091,545500
Opportunity for Mathis1109,1400,696,870000
Opportunity for Barnes141,550,204,102000
Opportunity for Vaughn1076,600,1928,771200
Opportunity for Newman1861,650,202,101000
Opportunity for Carroll1681,500,1228,614000
Opportunity for Holland1375,300,926,185200
Opportunity for Paul763,1400,1369,1711250
Opportunity for Fields691,550,376,188000
Opportunity for Cook220,450,1243,279675
Opportunity for Knight140,150,793,95160
Opportunity for Simpson1868,60,638,31900
Opportunity for Marsh1634,550,1971,985500
Opportunity for Gray19,1000,734,623900
Opportunity for Paul419,1400,1157,1446250
Opportunity for Lewis1718,1200,1287,1415700
Opportunity for Dawson1776,1000,1317,1119450
Opportunity for Garrett573,150,103,12360
Opportunity for Andrews1118,650,235,117500
Opportunity for Rivera1570,550,1543,771500
Opportunity for Newton1872,550,1882,941000
Opportunity for Beck1132,50,1774,70960
Opportunity for Potter830,1000,688,584800
Opportunity for McGuire1441,60,632,31600
Opportunity for Campbell329,600,157,62800
Opportunity for McKenzie1054,450,1937,435825
Opportunity for Smith497,450,237,53325
Opportunity for Pena1800,50,220,8800
Opportunity for Weber392,550,1541,770500
Opportunity for McKenzie695,150,211,25320
Opportunity for Clark167,100,1033,92970
Opportunity for Cortez1855,1000,1642,1395700
Opportunity for Hill1534,1000,757,643450
Opportunity for Bass1137,150,498,59760
Opportunity for Malone1334,2000,1564,2502400
Opportunity for Reynolds593,50,524,20960
Opportunity for Butler114,1000,372,316200
Opportunity for Ford522,800,1444,866400
Opportunity for Palmer789,1400,639,798750
Opportunity for Graves1407,2000,471,753600
Opportunity for Frazier796,40,650,22750
Opportunity for Taylor1314,50,603,24120
Opportunity for Wong1071,150,1063,127560
Opportunity for Barber186,600,1029,411600
Opportunity for Porter1185,1200,1137,1250700
Opportunity for Gardner326,550,1076,538000
Opportunity for Chandler1451,60,231,11550
Opportunity for Parker1034,1400,780,975000
Opportunity for Morton559,500,962,481000
Opportunity for Sullivan863,550,832,416000
Opportunity for Dennis432,150,1328,159360
Opportunity for Gross993,300,404,80800
Opportunity for Simon1477,550,252,126000
Opportunity for Carson641,40,1593,55755
Opportunity for Figueroa377,2000,1948,3116800
Opportunity for Massey1797,60,1816,90800
Opportunity for Schultz1008,1000,1552,1319200
Opportunity for Bass1137,550,1728,864000
Opportunity for Malone696,300,687,137400
Opportunity for Campbell1166,300,977,195400
Opportunity for Reid381,100,1099,98910
Opportunity for Ray724,550,256,128000
Opportunity for Murphy234,50,1553,62120
Opportunity for Lawrence389,2000,1040,1664000
Opportunity for Gibson571,550,65,32500
Opportunity for Ortiz1039,40,915,32025
Opportunity for Hall1897,550,542,271000
Opportunity for Santiago36,150,875,105000
Opportunity for McBride215,550,1185,592500
Opportunity for Mathis649,100,1350,121500
Opportunity for Brown1230,1600,1702,2382800
Opportunity for Lee231,550,1447,723500
Opportunity for Jennings777,1200,1218,1339800
Opportunity for Myers1105,50,746,29840
Opportunity for Robertson1367,550,199,99500
Opportunity for Daniel1811,150,1727,207240
Opportunity for Cunningham1320,450,1285,289125
Opportunity for Moran1134,60,555,27750
Opportunity for Rice1981,1000,787,668950
Opportunity for Henry6,60,646,32300
Opportunity for Norman968,550,1372,686000
Opportunity for Nunez37,50,349,13960
Opportunity for Marshall1894,600,854,341600
Opportunity for Roberson1912,150,628,75360
Opportunity for Russell1463,1400,1587,1983750
Opportunity for Fisher44,2000,356,569600
Opportunity for Williamson1926,450,772,173700
Opportunity for George802,600,469,187600
Opportunity for Harmon1603,300,664,132800
Opportunity for Norman1589,550,454,227000
Opportunity for Jennings981,300,342,68400
Opportunity for Flowers1427,650,1536,768000
Opportunity for Edwards146,2000,1702,2723200
Opportunity for Morales81,550,1778,889000
Opportunity for Holland1375,800,485,291000
Opportunity for McCormick23,150,419,50280
Opportunity for Evans1027,150,1837,220440
Opportunity for Sanders315,300,888,177600
Opportunity for Aguilar1908,600,1189,475600
Opportunity for Harvey1203,60,1114,55700
Opportunity for Bishop1691,60,302,15100
Opportunity for Johnson1307,1200,1969,2165900
Opportunity for Collier276,550,406,203000
Opportunity for Chandler1613,2000,869,1390400
Opportunity for Cobb514,300,319,63800
Opportunity for Lindsey1343,1600,195,273000
Opportunity for Walker915,1600,490,686000
Opportunity for Goodman1048,600,1076,430400
Opportunity for Grant190,800,1289,773400
Opportunity for Mullins1371,550,270,135000
Opportunity for Cannon1396,1000,321,272850
Opportunity for Francis147,600,397,158800
Opportunity for Delgado1530,100,476,42840
Opportunity for Bridges1377,300,46,9200
Opportunity for McCoy227,550,1835,917500
Opportunity for Maldonado805,2000,1453,2324800
Opportunity for Hopkins701,1600,910,1274000
Opportunity for Wilkerson900,50,666,26640
Opportunity for Lee759,550,1421,710500
Opportunity for Lamb1286,100,1990,179100
Opportunity for Gordon1743,800,1003,601800
Opportunity for Maldonado1393,300,409,81800
Opportunity for Jensen643,1600,642,898800
Opportunity for Burns895,300,1073,214600
Opportunity for Flowers1862,1400,1419,1773750
Opportunity for Green1491,1200,1843,2027300
Opportunity for James1316,500,382,191000
Opportunity for Freeman268,50,1043,41720
Opportunity for McDaniel1646,100,1705,153450
Opportunity for Murphy1963,1400,967,1208750
Opportunity for Elliott1378,2000,1427,2283200
Opportunity for Miles1126,600,356,142400
Opportunity for Holt1480,1600,1998,2797200
Opportunity for Potter50,1000,227,192950
Opportunity for Walker170,1000,1374,1167900
Opportunity for Yates1567,450,33,7425
Opportunity for Reeves721,1400,1805,2256250
Opportunity for Willis82,300,1232,246400
Opportunity for Clark1832,100,845,76050
Opportunity for Tyler485,450,369,83025
Opportunity for Yates557,550,641,320500
Opportunity for Frazier1010,150,200,24000
Opportunity for Robbins1443,450,1700,382500
Opportunity for Lowe1494,1000,1863,1583550
Opportunity for Rodriquez1114,50,809,32360
Opportunity for Lucas1948,550,298,149000
Opportunity for McKinney1548,1600,1347,1885800
Opportunity for Reynolds188,50,84,3360
Opportunity for Jackson1090,1200,502,552200
Opportunity for Sharp1833,100,330,29700
Opportunity for Blair1326,100,808,72720
Opportunity for Bryan1641,1400,305,381250
Opportunity for Shaw178,450,618,139050
Opportunity for Valdez1014,2000,572,915200
Opportunity for Taylor1674,1000,1641,1394850
Opportunity for Underwood85,550,1866,933000
Opportunity for Bass1137,2000,1200,1920000
Opportunity for Rios937,550,309,154500
Opportunity for Chandler1439,1000,840,714000
Opportunity for Lopez344,550,109,54500
Opportunity for Ryan1382,1400,1408,1760000
Opportunity for Rodriquez1186,1400,1382,1727500
Opportunity for Thomas1158,60,673,33650
Opportunity for Bradley286,60,1532,76600
Opportunity for Fox1817,550,850,425000
Opportunity for Murray1537,2000,1136,1817600
Opportunity for Lawson1412,450,678,152550
Opportunity for Smith731,1000,843,716550
Opportunity for Aguilar566,800,1860,1116000
Opportunity for Murray689,1400,1318,1647500
Opportunity for Massey1797,550,219,109500
Opportunity for Ramsey1863,450,1723,387675
Opportunity for Chavez552,1200,501,551100
Opportunity for Blake587,40,1122,39270
Opportunity for Stone1492,1200,678,745800
Opportunity for Chavez1849,2000,875,1400000
Opportunity for Owen548,550,474,237000
Opportunity for Jackson1400,550,1001,500500
Opportunity for Hill1534,1600,1322,1850800
Opportunity for White1730,1200,1780,1958000
Opportunity for McBride116,1200,149,163900
Opportunity for Klein487,800,1153,691800
Opportunity for Munoz1435,2000,439,702400
Opportunity for Norris348,1200,763,839300
Opportunity for Meyer677,1600,1804,2525600
Opportunity for West1117,1400,770,962500
Opportunity for Stevens214,1000,947,804950
Opportunity for Porter1608,100,1452,130680
Opportunity for Pope1318,600,605,242000
Opportunity for Patrick551,50,687,27480
Opportunity for Todd1121,100,641,57690
Opportunity for Stevenson463,60,1609,80450
Opportunity for Boyd290,1000,605,514250
Opportunity for Brock631,50,1587,63480
Opportunity for Bryan454,500,517,258500
Opportunity for Brady910,800,604,362400
Opportunity for Schultz195,50,1668,66720
Opportunity for Bowman888,150,238,28560
Opportunity for Taylor1528,600,178,71200
Opportunity for Watkins1671,60,1262,63100
Opportunity for Diaz488,650,933,466500
Opportunity for Patrick1813,300,102,20400
Opportunity for Morgan1858,100,1966,176940
Opportunity for Bowen664,60,1647,82350
Opportunity for Barnes515,1600,1396,1954400
Opportunity for Jordan1825,50,694,27760
Opportunity for Curry734,50,312,12480
Opportunity for Roberts1847,100,1650,148500
Opportunity for Hubbard735,1400,1938,2422500
Opportunity for Parsons1298,1000,1334,1133900
Opportunity for Yates676,600,1268,507200
Opportunity for Pope310,800,1044,626400
Opportunity for Russell996,2000,1225,1960000
Opportunity for Bridges897,800,126,75600
Opportunity for Chapman1845,60,832,41600
Opportunity for Franklin997,50,327,13080
Opportunity for Parsons66,100,1659,149310
Opportunity for Gardner1110,500,1035,517500
Opportunity for Figueroa1077,550,44,22000
Opportunity for Jensen575,600,1970,788000
Opportunity for Conner20,150,1802,216240
Opportunity for Jefferson1287,2000,806,1289600
Opportunity for Alvarez1088,2000,1620,2592000
Opportunity for Morton559,50,823,32920
Opportunity for Hines1779,1200,1129,1241900
Opportunity for Patton847,100,466,41940
Opportunity for Marsh1164,50,230,9200
Opportunity for Jackson959,2000,169,270400
Opportunity for Zimmerman1763,150,1161,139320
Opportunity for Johnston1675,550,655,327500
Opportunity for Dennis1773,800,83,49800
Opportunity for Bryan151,1600,424,593600
Opportunity for Newton773,800,1126,675600
Opportunity for Page927,550,439,219500
Opportunity for Swanson105,100,812,73080
Opportunity for Robinson1085,1400,1145,1431250
Opportunity for Walsh314,50,988,39520
Opportunity for Keller977,100,610,54900
Opportunity for Doyle126,100,586,52740
Opportunity for Figueroa1695,800,1493,895800
Opportunity for Higgins293,450,795,178875
Opportunity for Grant190,150,1889,226680
Opportunity for Todd1121,500,944,472000
Opportunity for Marsh1164,60,402,20100
Opportunity for Austin1650,1600,809,1132600
Opportunity for Edwards1033,100,1067,96030
Opportunity for Reynolds593,1600,1264,1769600
Opportunity for Brewer602,50,1044,41760
Opportunity for Stanley181,1600,493,690200
Opportunity for Phelps203,50,563,22520
Opportunity for Wilkins1129,800,1345,807000
Opportunity for Adams708,150,1736,208320
Opportunity for Allison1031,1600,1601,2241400
Opportunity for Hubbard201,150,746,89520
Opportunity for Bridges1189,1600,1476,2066400
Opportunity for Edwards1049,550,1855,927500
Opportunity for Porter410,450,1051,236475
Opportunity for Simon572,50,735,29400
Opportunity for Newman266,1400,1865,2331250
Opportunity for Hawkins1225,2000,1121,1793600
Opportunity for Graham101,60,493,24650
Opportunity for Olson321,450,1744,392400
Opportunity for Gill1044,150,1129,135480
Opportunity for Adkins25,1400,1405,1756250
Opportunity for Snyder164,500,11,5500
Opportunity for Chandler755,1600,1334,1867600
Opportunity for Yates557,1200,1825,2007500
Opportunity for Erickson659,650,1039,519500
Opportunity for Weber24,550,181,90500
Opportunity for Murray689,450,1794,403650
Opportunity for Mendoza161,50,1695,67800
Opportunity for Norton1479,100,518,46620
Opportunity for Burke1881,150,1251,150120
Opportunity for Hoffman774,300,762,152400
Opportunity for Rogers193,550,1777,888500
Opportunity for Maxwell1704,1400,855,1068750
Opportunity for Holland1614,150,1261,151320
Opportunity for Fields1927,500,1119,559500
Opportunity for Hardy1507,1200,470,517000
Opportunity for Brown672,40,1419,49665
Opportunity for Hernandez874,550,479,239500
Opportunity for Clayton1798,2000,1592,2547200
Opportunity for Huff1886,150,1938,232560
Opportunity for Hall1897,550,1574,787000
Opportunity for Reyes426,2000,519,830400
Opportunity for Diaz488,100,895,80550
Opportunity for Richards1633,550,540,270000
Opportunity for Walton884,1600,1667,2333800
Opportunity for Boone1390,150,577,69240
Opportunity for Bates1952,300,638,127600
Opportunity for Perkins1062,1400,421,526250
Opportunity for Schneider782,50,1927,77080
Opportunity for Wilson104,500,893,446500
Opportunity for Stone1195,450,1725,388125
Opportunity for Roberts1323,60,177,8850
Opportunity for Pittman263,60,917,45850
Opportunity for Watts971,100,600,54000
Opportunity for Tyler316,450,1450,326250
Opportunity for Owen1424,450,983,221175
Opportunity for Bowers761,1600,1900,2660000
Opportunity for Quinn715,550,564,282000
Opportunity for Gordon1846,550,1337,668500
Opportunity for Foster1233,100,1800,162000
Opportunity for Cortez1194,1600,61,85400
Opportunity for Warner1943,500,1624,812000
Opportunity for Kim230,100,356,32040
Opportunity for Horton207,1600,690,966000
Opportunity for McCoy901,550,629,314500
Opportunity for Martinez986,550,1864,932000
Opportunity for Watkins842,1200,333,366300
Opportunity for Holloway633,450,626,140850
Opportunity for Lloyd1812,50,401,16040
Opportunity for Murray1210,1000,1773,1507050
Opportunity for Hines1865,800,1305,783000
Opportunity for Ramos1851,150,1492,179040
Opportunity for Vega1434,550,1613,806500
Opportunity for Clark167,50,1589,63560
Opportunity for Hubbard606,1000,1268,1077800
Opportunity for Gibson1805,800,500,300000
Opportunity for Black67,550,1819,909500
Opportunity for McBride215,100,1420,127800
Opportunity for Barker1887,650,1829,914500
Opportunity for Padilla1409,50,443,17720
Opportunity for Andrews739,1600,1292,1808800
Opportunity for Mullins1899,50,838,33520
Opportunity for Hughes845,550,1821,910500
Opportunity for Olson321,50,1985,79400
Opportunity for Hodges1352,550,1741,870500
Opportunity for Gibbs1339,500,798,399000
Opportunity for Anderson1059,1000,518,440300
Opportunity for Thomas1596,300,670,134000
Opportunity for Sanders1392,50,1689,67560
Opportunity for Blake495,2000,386,617600
Opportunity for Garcia128,550,424,212000
Opportunity for Kelley1593,300,1257,251400
Opportunity for Osborne613,600,1789,715600
Opportunity for Snyder164,60,1216,60800
Opportunity for Luna635,550,1346,673000
Opportunity for French1719,500,1823,911500
Opportunity for Bowen664,40,772,27020
Opportunity for Martin1417,1200,1317,1448700
Opportunity for Burgess1578,800,397,238200
Opportunity for Quinn1529,50,1235,49400
Opportunity for Burton539,1000,592,503200
Opportunity for Bates1455,300,922,184400
Opportunity for Patton1278,450,1349,303525
Opportunity for Ramos1851,100,841,75690
Opportunity for Lawrence1822,1600,1411,1975400
Opportunity for Hanson512,1200,455,500500
Opportunity for Tyler485,60,1820,91000
Opportunity for Palmer1292,150,1180,141600
Opportunity for Hanson1902,50,1072,42880
Opportunity for Stevenson1907,50,711,28440
Opportunity for Pierce304,50,422,16880
Opportunity for Christensen1921,450,407,91575
Opportunity for Padilla247,500,1715,857500
Opportunity for Payne598,1200,877,964700
Opportunity for Keller1431,1600,363,508200
Opportunity for Wells1241,150,1603,192360
Opportunity for Nash833,150,429,51480
Opportunity for Norman472,500,905,452500
Opportunity for Burns308,2000,708,1132800
Opportunity for Ortega1253,1400,1422,1777500
Opportunity for Burgess1736,500,1343,671500
Opportunity for Brady754,600,110,44000
Opportunity for Chandler1439,60,1930,96500
Opportunity for Goodwin1663,550,1774,887000
Opportunity for Cannon1937,550,1317,658500
Opportunity for Rodriquez1186,1600,407,569800
Opportunity for Bell690,450,265,59625
Opportunity for Blake1009,650,673,336500
Opportunity for Stone749,300,324,64800
Opportunity for Murphy234,50,1794,71760
Opportunity for Leonard425,550,1586,793000
Opportunity for Moss156,1400,686,857500
Opportunity for Harvey1891,300,770,154000
Opportunity for Fleming1809,550,1540,770000
Opportunity for Rodriquez1469,60,1281,64050
Opportunity for Rowe90,1600,199,278600
Opportunity for Walsh1918,1000,180,153000
Opportunity for Holland1375,60,294,14700
Opportunity for Luna668,500,1234,617000
Opportunity for Estrada396,40,1094,38290
Opportunity for Todd1777,1000,566,481100
Opportunity for Weber619,1400,1643,2053750
Opportunity for French955,500,1300,650000
Opportunity for Schultz1008,2000,1558,2492800
Opportunity for Garner1789,50,1985,79400
Opportunity for McGuire1441,650,1000,500000
Opportunity for Summers706,150,1402,168240
Opportunity for Nichols74,550,1418,709000
Opportunity for Wright926,60,1083,54150
Opportunity for Watts971,50,657,26280
Opportunity for Turner1591,550,1095,547500
Opportunity for Hudson940,2000,1993,3188800
Opportunity for Flores1296,50,1540,61600
Opportunity for Diaz697,50,407,16280
Opportunity for Larson1945,40,1335,46725
Opportunity for Glover71,450,1374,309150
Opportunity for Floyd1893,50,1923,76920
Opportunity for Stokes893,60,1223,61150
Opportunity for Briggs291,150,578,69360
Opportunity for Franklin560,50,1440,57600
Opportunity for Luna635,1400,48,60000
Opportunity for Newton1254,450,1056,237600
Opportunity for Hodges1352,60,989,49450
Opportunity for Kim230,800,1328,796800
Opportunity for Sanders91,100,1339,120510
Opportunity for Bishop144,100,1159,104310
Opportunity for Barnett990,450,1430,321750
Opportunity for Aguilar1908,1200,1505,1655500
Opportunity for Sanchez639,1200,1096,1205600
Opportunity for Foster1754,450,105,23625
Opportunity for Bridges657,2000,735,1176000
Opportunity for Atkins680,50,1943,77720
Opportunity for Paul1228,600,742,296800
Opportunity for Robbins1070,650,1040,520000
Opportunity for Lloyd1165,150,799,95880
Opportunity for Fowler938,150,321,38520
Opportunity for Hughes868,100,324,29160
Opportunity for Neal388,600,176,70400
Opportunity for Dennis524,1600,831,1163400
Opportunity for Palmer789,60,758,37900
Opportunity for Hansen184,450,1380,310500
Opportunity for Gonzalez1465,150,1269,152280
Opportunity for Hudson1709,450,1550,348750
Opportunity for Hughes868,100,451,40590
Opportunity for Bridges1377,600,1798,719200
Opportunity for Moran1134,650,1441,720500
Opportunity for Luna668,2000,1519,2430400
Opportunity for Reid191,1000,770,654500
Opportunity for Murray689,60,1693,84650
Opportunity for Lewis1182,300,1359,271800
Opportunity for Shaw480,550,1210,605000
Opportunity for Holland547,450,706,158850
Opportunity for Holland1614,50,429,17160
Opportunity for Davidson402,550,1412,706000
Opportunity for Erickson401,550,940,470000
Opportunity for Sandoval159,50,1309,52360
Opportunity for McLaughlin130,500,1132,566000
Opportunity for Larson1694,550,1620,810000
Opportunity for Dixon97,50,1985,79400
Opportunity for Rogers1242,2000,1799,2878400
Opportunity for Blake587,550,1240,620000
Opportunity for Munoz1435,60,1275,63750
Opportunity for Ford255,150,1730,207600
Opportunity for Franklin560,1200,1135,1248500
Opportunity for Lynch113,1200,464,510400
Opportunity for Price1866,650,319,159500
Opportunity for Cruz838,600,677,270800
Opportunity for Hines1550,550,1466,733000
Opportunity for May386,150,1252,150240
Opportunity for Gill1990,1000,854,725900
Opportunity for Collins1770,100,548,49320
Opportunity for Norman1354,1400,1641,2051250
Opportunity for Ray724,450,139,31275
Opportunity for Lane1991,1000,948,805800
Opportunity for Frazier644,1400,1223,1528750
Opportunity for Fowler577,50,843,33720
Opportunity for Stone1389,1400,906,1132500
Opportunity for Ingram622,1400,1421,1776250
Opportunity for Richardson1142,100,1603,144270
Opportunity for Matthews542,550,1702,851000
Opportunity for Carpenter707,150,1428,171360
Opportunity for Nunez399,550,389,194500
Opportunity for Graham101,2000,1482,2371200
Opportunity for Cooper408,1600,224,313600
Opportunity for Lee231,1400,1734,2167500
Opportunity for Gardner1632,450,1639,368775
Opportunity for Williamson1573,1400,1308,1635000
Opportunity for Rowe90,450,18,4050
Opportunity for Alvarado1428,100,241,21690
Opportunity for Stewart1765,1000,1859,1580150
Opportunity for Carson641,150,580,69600
Opportunity for Jefferson1287,50,1874,74960
Opportunity for Freeman717,2000,51,81600
Opportunity for Hart1416,1000,839,713150
Opportunity for Barrett645,1600,1377,1927800
Opportunity for Simon1538,100,1146,103140
Opportunity for Burke305,150,1946,233520
Opportunity for Little678,1600,1132,1584800
Opportunity for Evans1027,100,1220,109800
Opportunity for Hopkins334,500,1336,668000
Opportunity for Wright301,50,1459,58360
Opportunity for Hunt578,100,1646,148140
Opportunity for Hughes705,550,33,16500
Opportunity for Ballard394,60,1211,60550
Opportunity for Reid191,60,239,11950
Opportunity for Harrison476,100,1726,155340
Opportunity for Bates1493,100,550,49500
Opportunity for Ramirez108,150,727,87240
Opportunity for Estrada396,600,1491,596400
Opportunity for Munoz1435,550,745,372500
Opportunity for Bishop1217,300,1154,230800
Opportunity for Roberts1323,1000,33,28050
Opportunity for Wilkins38,650,1961,980500
Opportunity for Massey714,2000,254,406400
Opportunity for Swanson1282,60,436,21800
Opportunity for Baker1644,650,1117,558500
Opportunity for Greer333,1000,1395,1185750
Opportunity for Newton109,1200,812,893200
Opportunity for Jefferson638,600,1642,656800
Opportunity for Lynch922,60,663,33150
Opportunity for Phelps205,450,237,53325
Opportunity for Franklin560,800,190,114000
Opportunity for Townsend767,1200,1299,1428900
Opportunity for Burke1881,550,1017,508500
Opportunity for Smith8,60,1554,77700
Opportunity for Lawson1239,800,35,21000
